,Underlying,Ticker,Type,Expiration,YTE,DTE,Strike,Last,Bid,Ask,Midpoint,Spread,IV,NPV,Delta,Gamma,Theta,AKA
0,122.54000091552734,AAPL,Call,2021-03-27,0.00821917808219178,3,60.0,62.35,61.95,63.25,62.6,1.2999999999999972,2.7968780078125004,62.54000091548573,1.0000000002001044,3.399593123965027e-09,0.0,AAPL210326C00060000
1,122.54000091552734,AAPL,Call,2021-03-27,0.00821917808219178,3,65.0,54.6,56.95,58.25,57.6,1.2999999999999972,2.50781623046875,57.540000915498275,1.000000000055158,3.1922455420464535e-09,0.0,AAPL210326C00065000
2,122.54000091552734,AAPL,Call,2021-03-27,0.00821917808219178,3,70.0,52.7,51.95,53.25,52.6,1.2999999999999972,2.2343794140624995,52.54000091551002,1.0000000000636378,2.3873565815281214e-09,0.0,AAPL210326C00070000
3,122.54000091552734,AAPL,Call,2021-03-27,0.00821917808219178,3,75.0,41.97,46.95,48.25,47.6,1.2999999999999972,1.984375078125,47.540000915524374,0.999999999893391,-8.710655291923855e-10,0.0,AAPL210326C00075000
4,122.54000091552734,AAPL,Call,2021-03-27,0.00821917808219178,3,80.0,44.05,41.95,43.25,42.6,1.2999999999999972,1.7421887890624999,42.54000091552724,1.0000000000227016,-2.4367160187974414e-09,0.0,AAPL210326C00080000
5,122.54000091552734,AAPL,Call,2021-03-27,0.00821917808219178,3,85.0,40.13,37.45,37.75,37.6,0.29999999999999716,1.5234398828124998,37.5400009155261,1.0000000000471774,-2.2645274010287806e-10,0.0,AAPL210326C00085000
6,122.54000091552734,AAPL,Call,2021-03-27,0.00821917808219178,3,90.0,33.2,32.45,32.75,32.6,0.29999999999999716,1.3046909765624997,32.54000091552681,0.9999999999720017,-3.075351436017357e-10,0.0,AAPL210326C00090000
7,122.54000091552734,AAPL,Call,2021-03-27,0.00821917808219178,3,95.0,27.55,27.45,27.75,27.6,0.3000000000000007,1.1015669921875002,27.540000915526498,1.0000000000024467,5.501339264678378e-10,0.0,AAPL210326C00095000
8,122.54000091552734,AAPL,Call,2021-03-27,0.00821917808219178,3,99.0,24.4,23.45,23.75,23.6,0.3000000000000007,0.945313046875,23.54000091552721,1.0000000000096687,-1.2985732201536268e-10,0.0,AAPL210326C00099000
9,122.54000091552734,AAPL,Call,2021-03-27,0.00821917808219178,3,100.0,23.35,22.45,22.75,22.6,0.3000000000000007,0.9062509375,22.54000091552726,0.9999999999919291,-1.8128243559932842e-10,0.0,AAPL210326C00100000
